id,price
1,20.5479493274911
2,18.26850442714053
3,15.678385072814905
4,24.466369754534
5,23.44037079654747
6,17.513617896277744
7,16.311741216496994
8,18.875948024208434
9,18.356184923270284
10,24.249213900776518
11,16.5109731119056
12,18.777312154571796
13,16.962600085076655
14,20.25573008558468
15,24.315060846455196
16,18.056168868990852
17,17.211596066305507
18,15.310453773178775
19,17.65125731490379
20,23.75166993309749
21,24.21971504149379
22,17.29165187253894
23,22.913995427678717
24,19.07634970150372
25,16.582422770723127
26,18.021392306493027
27,23.249084093441805
28,23.831752589010108
29,22.50815350095347
30,20.186006934063055
31,21.885634990100076
32,22.325649254763853
33,16.39434903018861
34,22.18256572131783
35,20.746211949305025
36,15.157843594313793
37,16.766684298848787
38,18.801734253334647
39,18.42727567414379
40,23.26552246239039
41,18.563803864872373
42,15.966613514860128
43,17.576186451743872
44,22.508036154451858
45,24.888085298843073
46,18.470171936843144
47,23.454736372067572
48,20.899684057067663
49,17.3019969522477
50,19.224912226691945
51,17.203059563946198
52,16.645710369211294
53,23.59973511064239
54,18.091143267752493
55,15.580189185218998
56,19.78016340612763
57,17.684136423622633
58,17.54005548430002
59,16.7309500033165
60,24.853334011865652
61,20.49659050011662
62,22.491742187490424
63,16.979009752793715
64,17.034589871844737
65,23.79264756856635
66,21.39870831802133
67,18.710756820527532
68,17.84084700373515
69,16.63055548328693
70,19.038961508366135
71,17.668701172734938
72,18.5254212021823
73,15.515524147087442
74,18.673879609777345
75,22.81217366949577
76,19.21606040123662
77,22.872138870415768
78,17.571621566374848
79,24.54424557531753
80,19.400940350539845
81,17.675543842413415
82,16.58566864979254
83,20.50081064694909
84,21.6954332824769
85,19.065842352952977
86,21.267635691999395
87,16.737627103339833
88,17.5986053568062
89,15.868789672543292
90,17.15974880281586
91,21.27952597123099
92,20.281943298848383
93,24.314014500500235
94,20.362428184916052
95,20.93332369064913
96,21.128658276709103
97,24.011247888682426
98,22.023294989345253
99,18.866931810134396
100,24.979192396166926
101,18.425826608699204
102,23.027795625108325
103,18.2451555786297
104,24.48001786047261
105,18.291197771221416
106,16.29407240658304
107,20.960938407683816
108,24.077185583061564
109,19.73881432955579
110,22.843241230428617
111,23.954104530645495
112,19.67674102964743
113,18.149256284103235
114,20.49644419295717
115,15.094877577928008
116,23.79416788685625
117,15.456324636441884
118,17.638955766677704
119,22.943931896930803
120,16.81890562984724
121,21.013261369495712
122,16.442283435491422
123,20.201106190722694
124,15.307620432086608
125,19.575619541667102
126,24.702344144708363
127,19.00633145118737
128,22.331855056431994
129,18.496729407322825
130,24.798977085931416
131,24.94703815430999
132,16.744478152703053
133,17.725974586082675
134,19.0511110178193
135,19.13319374706876
136,23.45914419503811
137,19.835590544359036
138,23.836103262093957
